current_cash,monthly_revenue,monthly_expenses,debt_obligations,burn_rate,proposed_purchase_amount,purchase_category,predicted_cash_3m,predicted_runway_months,cash_shortage_probability,financial_risk_level
28262839.27,7254088.52,5273362.88,173764.17,-1806961.48,249245.75,Software,33235971.84,5.14,0.0281,MEDIUM
46786312.56,5796618.6,3441398.16,69351.34,-2285869.09,339869.47,Hardware,53338109.65,13.23,0.0319,LOW
14380607.91,1523576.58,1089845.63,7659.39,-426071.56,6528.53,Software,15662591.88,13.1,0.0465,LOW
124176476.87,8434695.31,7793766.76,201356.64,-439571.91,227993.76,Software,125222308.71,15.5,0.0143,LOW
17142383.97,1653670.43,1418005.85,19200.78,-216463.79,36709.65,Office Supplies,17800436.81,11.9,0.0457,LOW
14093952.53,3913763.12,3533728.85,179961.64,-200072.63,398221.1,Marketing,14265824.3,3.69,0.0375,MEDIUM
19082790.12,17509668.36,11657705.9,261237.43,-5590725.03,151935.66,Infrastructure,36999166.84,1.59,0.1069,HIGH
142670066.78,19787439.67,15183302.03,928585.47,-3675552.17,494619.73,Infrastructure,152660141.45,8.82,0.0056,LOW
14461103.55,3668638.12,2691187.41,34154.85,-943295.85,18181.38,Office Supplies,17180000.42,5.3,0.0337,MEDIUM
40192002.94,4266645.11,3389345.22,86504.18,-790795.71,267334.72,Marketing,42140188.47,11.49,0.0335,LOW
16172219.88,4103233.42,2487563.72,50889.75,-1564779.95,82879.13,Services,20743673.95,6.34,0.0133,LOW
58250829.63,6927693.41,5424275.18,90598.0,-1412820.23,141626.03,Services,62050717.28,10.54,0.0059,LOW
44057225.71,6482723.67,4616779.57,290140.25,-1575803.85,38952.37,Office Supplies,48889617.84,8.97,0.0319,LOW
62442304.18,18842394.66,13133479.98,901948.25,-4806966.43,93529.07,Marketing,77341283.86,4.44,0.0303,MEDIUM
59663590.26,8608989.5,6626285.87,231374.21,-1751329.42,41628.97,Office Supplies,65096078.73,8.69,0.034,LOW
104121884.98,12118382.08,10481773.69,320030.19,-1316578.21,24839.52,Services,108087331.97,9.64,0.0031,LOW
90277419.0,11179160.35,8408906.53,83761.19,-2686492.63,172352.34,Services,98089546.99,10.61,0.034,LOW
175758217.02,14479900.34,10795217.28,322527.25,-3362155.81,234914.67,Hardware,185631149.61,15.79,0.0228,LOW
17586503.27,1625867.23,1194933.27,58797.87,-372136.09,142139.47,Marketing,18471998.05,13.91,0.0109,LOW
17866940.54,1924075.76,1384332.01,52061.98,-487681.76,468272.66,Hardware,18760826.07,12.11,0.0467,LOW
11234624.86,1118829.98,798337.53,42841.55,-277650.91,33002.28,Office Supplies,12023961.72,13.32,0.0496,LOW
117291923.64,7958352.57,7145391.84,149475.98,-663484.74,48278.93,Office Supplies,119353384.09,16.07,0.0066,LOW
184529293.78,17275588.33,10321356.69,339515.96,-6614715.69,219718.15,Software,203273246.49,17.29,0.0002,LOW
7860853.66,943338.88,631419.35,25679.82,-286239.71,410312.64,Infrastructure,8272117.33,11.34,0.023,LOW
35003034.29,3524866.78,2204424.12,134912.5,-1185530.16,407596.92,Hardware,38106071.35,14.79,0.0383,LOW
44422631.47,17733254.13,9864270.12,89461.35,-7779522.65,231523.92,Hardware,68172041.18,4.44,0.0436,MEDIUM
25328423.46,5272315.95,2993065.78,142289.21,-2136960.96,82965.75,Hardware,32162526.92,8.05,0.0117,LOW
155079572.6,18369742.15,14336557.51,709566.39,-3323618.25,55011.77,Services,165595674.31,10.3,0.0493,LOW
43317747.58,10664395.56,7629565.41,296853.11,-2737977.04,885728.2,Infrastructure,51186857.8,5.35,0.0313,MEDIUM
115819634.09,8830411.35,6607340.42,415729.77,-1807341.17,20295.42,Office Supplies,121242584.44,16.49,0.0348,LOW
23388024.52,8461053.95,5668528.76,227572.0,-2564953.18,255555.58,Software,30581999.67,3.92,0.0354,MEDIUM
156814778.48,16212635.12,14849095.27,784518.22,-579021.63,553492.22,Infrastructure,157967339.41,10.0,0.0127,LOW
34901738.36,6940128.38,4036574.19,128766.27,-2774787.91,738355.48,Infrastructure,42075499.66,8.2,0.0134,LOW
171020045.03,13636602.45,10788854.64,128295.4,-2719452.41,738089.98,Infrastructure,178517131.99,15.6,0.024,LOW
205933882.41,17454740.1,11924829.26,13382.29,-5516528.55,288812.88,Software,221181333.85,17.23,0.05,LOW
71777481.65,9838957.09,6366171.96,100609.8,-3372175.33,167863.39,Software,82172103.19,11.07,0.019,LOW
41206711.51,10906177.48,7565657.01,279643.41,-3060877.07,243681.95,Marketing,50590565.28,5.22,0.0361,MEDIUM
46357156.56,15351764.9,10409929.14,240195.26,-4701640.5,287824.49,Hardware,59545228.46,4.33,0.0073,MEDIUM
55963370.07,5585095.14,5160087.83,116610.66,-308396.65,62876.58,Software,56785717.99,10.59,0.0285,LOW
69450481.2,5291735.32,4075996.24,89315.04,-1126424.04,483923.97,Marketing,72422441.21,16.56,0.0245,LOW
12724016.72,3780556.1,3281485.66,136159.29,-362911.15,108342.93,Marketing,13772233.51,3.69,0.0495,MEDIUM
222218119.75,19166119.43,14558158.18,71231.28,-4536729.97,4328.69,Office Supplies,234749067.39,15.19,0.0069,LOW
26353991.07,12798682.13,7387235.21,139966.18,-5271480.75,199136.33,Marketing,42267456.72,3.47,0.0333,MEDIUM
86499179.96,12522127.54,9307467.76,4140.04,-3210519.74,440771.58,Infrastructure,94945218.68,9.24,0.0361,LOW
69397351.54,10946893.01,7276130.65,381969.43,-3288792.93,406960.5,Marketing,79503646.51,9.01,0.0054,LOW
6179441.21,2378120.86,1449604.96,62598.8,-865917.1,60791.7,Services,8673546.82,4.05,0.0187,MEDIUM
116491688.48,8417534.49,6532014.11,95058.06,-1790462.32,41746.98,Office Supplies,121460901.45,17.57,0.0496,LOW
58479233.0,13172941.81,7412069.24,248421.64,-5512450.93,46935.17,Marketing,73671667.33,7.63,0.0086,LOW
106282841.21,10247238.67,7414531.57,289923.4,-2542783.7,448973.74,Hardware,113973809.01,13.74,0.0115,LOW
158959303.4,18074822.7,14946343.55,244999.75,-2883479.4,346947.94,Hardware,166958814.51,10.44,0.0272,LOW
128137119.65,13333130.19,8289764.38,10438.57,-5032927.24,178175.65,Software,143667123.35,15.42,0.0356,LOW
18060208.85,8266772.4,4801134.71,99396.44,-3366241.24,344976.78,Marketing,27879496.43,3.61,0.0192,MEDIUM
164422552.93,14925030.83,12928050.28,58526.79,-1938453.77,48767.52,Office Supplies,169773880.05,12.66,0.0219,LOW
162768683.58,16854155.82,11565946.99,804666.61,-4483542.22,485081.85,Marketing,175360573.53,13.12,0.0317,LOW
56209746.91,15779188.71,11522280.41,436324.33,-3820583.97,227287.01,Marketing,67773750.67,4.68,0.033,MEDIUM
25219509.29,2171035.29,1731284.18,77409.19,-362341.92,144966.43,Hardware,26140697.72,13.86,0.0392,LOW
17661442.83,3508399.37,2476399.45,16054.51,-1015945.41,94499.81,Services,20742225.86,7.05,0.0051,LOW
16654943.03,2202296.03,1590920.61,56427.32,-554948.1,27737.02,Hardware,18253136.72,10.09,0.0047,LOW
62410136.85,12161854.06,8267289.46,177470.24,-3717094.35,394001.17,Marketing,73568586.34,7.34,0.028,LOW
126687325.32,19858238.9,12850206.98,680458.43,-6327573.49,45957.82,Software,145020076.83,9.36,0.0247,LOW
10239064.43,1733709.43,1254981.13,41975.82,-436752.49,190145.58,Hardware,11452303.58,7.75,0.036,LOW
71153105.43,10168147.52,8100632.83,68883.87,-1998630.81,475179.38,Hardware,76512857.3,8.65,0.031,LOW
73806070.15,16179491.01,11031446.95,659698.9,-4488345.16,48762.82,Office Supplies,86438407.31,6.31,0.016,LOW
75832029.58,18971938.98,11958783.31,914992.54,-6098163.12,65375.15,Services,94631808.27,5.89,0.0246,MEDIUM
56102995.34,11729645.99,7588725.77,478859.58,-3662060.64,195207.46,Marketing,67653452.73,6.93,0.01,LOW
174301601.67,19946666.05,12406245.54,26844.33,-7513576.18,24157.87,Office Supplies,197569651.56,14.02,0.0219,LOW
76290571.32,6180958.56,5112481.66,245896.1,-822580.79,343029.27,Marketing,78272818.37,14.17,0.0151,LOW
27198418.96,5427292.86,3319643.26,102301.98,-2005347.62,495536.29,Marketing,32698937.54,7.8,0.02,LOW
121587387.97,10378946.54,9529501.11,282123.23,-567322.21,143310.51,Services,123231087.1,12.38,0.0297,LOW
56813085.06,18330824.35,10883886.08,609219.34,-6837718.92,195864.96,Software,75634710.75,4.93,0.0492,MEDIUM
134265775.03,13710701.97,9732502.01,662032.75,-3316167.21,70853.38,Marketing,143504501.15,12.91,0.0111,LOW
147805923.25,15063634.04,11647162.17,166477.06,-3249994.81,84315.49,Services,157896445.39,12.5,0.0294,LOW
10005337.64,10259082.74,7058115.1,53629.03,-3147338.62,461862.82,Marketing,18359832.16,1.34,0.2163,HIGH
69409866.04,14737939.1,10159325.09,577926.17,-4000687.84,508779.7,Infrastructure,80857374.05,6.42,0.0219,LOW
58265900.36,14086883.68,9544762.29,570649.75,-3971471.64,25953.78,Hardware,69855219.99,5.76,0.0055,MEDIUM
201713217.07,16100977.45,14844601.74,415400.31,-840975.41,202128.93,Infrastructure,204058173.46,13.21,0.0479,LOW
14785791.52,5021183.17,3575177.69,160798.09,-1285207.39,209879.54,Marketing,18577978.93,3.9,0.0442,MEDIUM
7194930.01,9266712.72,6688909.11,99522.69,-2478280.92,152941.84,Services,14844088.12,1.04,0.0625,HIGH
9329124.86,2484164.95,2232746.92,40490.01,-210928.02,74698.39,Marketing,9904493.27,4.07,0.0245,MEDIUM
99333267.72,19335369.8,13058367.14,379499.18,-5897503.49,183743.45,Hardware,117820127.08,7.38,0.0309,LOW
82517997.33,16367895.96,13624560.39,502890.93,-2240444.63,340973.39,Hardware,88697455.3,5.82,0.0119,MEDIUM
6617211.65,2780503.63,1944468.55,54006.18,-782028.9,180973.93,Infrastructure,8738672.18,3.22,0.0093,MEDIUM
127674567.71,12892282.02,10666728.25,644549.35,-1581004.42,208522.25,Infrastructure,132048809.21,11.27,0.0094,LOW
212092393.91,16918711.68,13497138.96,805196.98,-2616375.74,85536.66,Marketing,220251851.67,14.82,0.0482,LOW
97910679.77,10356041.38,7746194.05,215214.3,-2394633.03,254575.77,Marketing,104360314.75,12.27,0.0015,LOW
58027779.21,15340604.06,10229666.5,412362.05,-4698575.52,235318.36,Software,72036249.93,5.43,0.0386,MEDIUM
82269606.1,10158610.19,7662867.14,136068.95,-2359674.1,832118.67,Infrastructure,88365711.57,10.44,0.0411,LOW
11300578.12,1311405.18,1098422.62,64899.85,-148082.72,371954.52,Hardware,11383794.67,9.39,0.0124,LOW
54042710.81,17558792.0,9883706.33,756959.19,-6918126.48,227948.9,Hardware,76209426.98,5.06,0.0388,MEDIUM
49220121.43,5120448.08,4476710.91,89769.35,-553967.82,31292.57,Office Supplies,50831631.61,10.77,0.0308,LOW
203277952.18,15804561.54,13835501.98,450488.75,-1518570.81,317030.77,Infrastructure,207544892.78,14.21,0.0162,LOW
52524815.62,14229048.35,9472751.28,610438.16,-4145858.92,41128.68,Office Supplies,64196081.12,5.21,0.0375,MEDIUM
27952826.29,8526126.35,4891561.08,279612.73,-3354952.55,43571.78,Office Supplies,37570998.06,5.4,0.0356,MEDIUM
177861945.91,16655395.15,14233524.73,407606.42,-2014264.0,650781.88,Infrastructure,183377531.44,12.1,0.0188,LOW
24087802.18,1972567.33,1711871.75,39732.51,-220963.07,15354.83,Office Supplies,24781615.36,13.74,0.0185,LOW
13502572.46,19029954.54,12957795.04,736587.97,-5335571.52,6470.8,Office Supplies,30712028.24,0.99,0.177,CRITICAL
182265021.95,14097135.07,12547049.28,280332.72,-1269753.07,415926.87,Marketing,185655133.15,14.18,0.0161,LOW
14930528.91,6030064.98,4636662.98,257008.18,-1136393.83,179889.39,Services,18302872.43,3.01,0.0592,MEDIUM
14357088.7,12710500.68,11244736.82,590677.86,-875086.0,135179.35,Software,16637430.63,1.2,0.5374,HIGH
11897578.94,4445205.02,3669235.6,144468.54,-631500.88,262954.89,Software,13643280.34,3.05,0.0687,MEDIUM
53968401.59,7528489.98,4388870.34,244266.08,-2895353.56,207225.66,Hardware,62176939.25,11.6,0.035,LOW
53334636.62,5065804.91,4114416.81,275.15,-951112.94,57410.59,Marketing,56173332.78,12.95,0.026,LOW
34737000.02,9178804.1,5077944.15,55345.34,-4045514.61,353134.88,Marketing,46477106.25,6.7,0.0114,LOW
5387227.07,2241956.08,1955843.77,41202.86,-244909.45,36054.57,Services,6118047.92,2.68,0.2006,HIGH
10055076.88,3096351.51,2932790.03,82132.01,-81429.47,311004.83,Hardware,9975232.07,3.23,0.1202,MEDIUM
65773649.71,4654581.3,3953170.97,143378.79,-558031.54,432782.01,Marketing,66904254.59,15.95,0.005,LOW
89763929.72,15172690.11,11923148.5,730753.71,-2518787.9,160304.57,Services,96855057.99,7.08,0.0322,LOW
55959373.24,5339257.03,4220146.75,76063.27,-1043047.01,3287.57,Office Supplies,59258991.67,13.02,0.0438,LOW
15028956.71,4506191.5,3572376.81,88265.25,-845549.44,4619.32,Office Supplies,17722483.99,4.1,0.0477,MEDIUM
57341161.0,10150310.54,6040424.07,301428.58,-3808457.89,894288.3,Infrastructure,66980275.7,8.9,0.0181,LOW
71755973.8,6671216.69,4701441.89,140383.59,-1829391.2,698794.95,Infrastructure,76776054.17,14.68,0.0477,LOW
18560921.15,15522157.46,8640808.81,203484.06,-6677864.59,462450.96,Hardware,39570251.61,2.05,0.0199,HIGH
71363449.91,6086512.1,5082551.85,128904.79,-875055.46,59565.35,Marketing,73944409.14,13.68,0.0308,LOW
38609169.78,5910620.85,3983538.31,60051.17,-1867031.37,163235.1,Software,43949105.09,9.51,0.0317,LOW
29299357.97,16773266.15,13794707.69,585953.83,-2392604.64,47764.54,Office Supplies,36129245.37,2.03,0.0989,HIGH
126085199.86,18530241.21,11051336.4,50984.68,-7427920.13,37601.29,Office Supplies,149189402.04,11.35,0.006,LOW
44971239.87,14304061.84,11880951.54,681600.13,-1741510.17,541361.7,Infrastructure,49924000.2,3.54,0.013,MEDIUM
104412705.7,7751453.9,6588042.48,284065.92,-879345.51,389143.69,Hardware,106462946.45,15.14,0.0404,LOW
43789219.83,5803621.6,3340267.42,167333.41,-2296020.77,255631.57,Hardware,50433533.17,12.41,0.0028,LOW
39107519.12,17257515.76,10643616.98,667286.83,-5946611.96,690414.41,Infrastructure,55158958.9,3.4,0.037,MEDIUM
594158.85,550085.87,491488.3,1264.69,-57332.88,82766.1,Services,673761.8,1.04,0.5293,HIGH
219610742.34,17220961.36,13279874.01,637748.88,-3303338.47,127767.35,Marketing,228993835.88,15.77,0.0458,LOW
63576270.7,6738735.18,5932774.36,40230.56,-765730.26,45293.17,Office Supplies,65710311.16,10.64,0.0402,LOW
39732121.91,19637570.35,18294984.28,456665.98,-885920.08,156970.22,Services,42152412.77,2.11,0.0673,HIGH
39088848.3,9406550.43,6561706.16,368975.34,-2475868.94,31890.44,Office Supplies,46441694.51,5.64,0.0296,MEDIUM
37577028.33,10120533.18,8693996.51,455648.31,-970888.35,49417.08,Software,40641785.0,4.1,0.0012,MEDIUM
113776017.56,11060131.4,8896512.39,5306.0,-2158313.01,10277.79,Services,120403644.05,12.78,0.0425,LOW
86907446.47,14680693.26,8684798.76,174823.27,-5821071.23,481368.83,Marketing,105209675.8,9.76,0.0071,LOW
16683989.17,5956592.78,3380724.43,251816.22,-2324052.13,356406.52,Marketing,23157498.1,4.49,0.0487,MEDIUM
4145987.4,2155597.14,1267988.64,88375.48,-799233.02,302069.45,Hardware,6073694.78,2.83,0.0331,HIGH
31434507.27,3048811.59,2032552.47,141166.37,-875092.75,356348.29,Marketing,33802295.91,14.3,0.0159,LOW
14961599.81,5803139.5,3365095.37,226304.16,-2211739.98,153524.19,Infrastructure,21024647.92,4.12,0.0225,MEDIUM
28100432.77,6623649.11,3962894.12,255122.02,-2405632.97,167987.7,Marketing,34877997.73,6.62,0.006,LOW
44334176.65,3573499.85,2946071.67,124514.67,-502913.51,119285.08,Hardware,45809708.35,14.4,0.0074,LOW
104187334.77,14367569.27,13467584.75,35165.07,-864819.45,59431.69,Services,106926047.84,7.71,0.0016,LOW
84072256.95,8385648.42,6128906.64,104758.81,-2151982.96,68915.53,Marketing,90762781.64,13.48,0.0061,LOW
7016622.6,1702549.1,1468251.1,16866.56,-217431.44,198675.08,Marketing,7483840.62,4.59,0.0322,MEDIUM
114796578.1,11855314.13,7747782.82,12922.4,-4094608.9,110908.91,Hardware,127256420.36,14.78,0.0405,LOW
30074354.66,2293583.45,2038789.67,14051.37,-240742.42,44306.1,Marketing,30801286.91,14.63,0.0217,LOW
82173604.35,14626401.52,10947138.36,312027.96,-3367235.2,50796.06,Services,91718864.71,7.29,0.014,LOW
115207100.3,17726764.08,9995409.25,217848.44,-7513506.39,104789.41,Services,139023314.51,11.27,0.024,LOW
12633299.32,2210570.25,1554486.5,71031.43,-585052.31,286690.37,Infrastructure,14240518.03,7.6,0.0272,LOW
8128767.64,880834.67,619226.1,21126.13,-240482.44,185136.38,Marketing,8672656.79,12.41,0.0161,LOW
36080243.72,5773495.85,3235612.49,8459.17,-2529424.19,21132.33,Services,44244163.75,11.12,0.0265,LOW
257716814.65,15453422.28,14678314.15,77370.91,-697737.23,13575.33,Office Supplies,259807734.08,17.46,0.0396,LOW
217764438.49,14872672.68,12725354.56,428104.01,-1719214.11,190306.22,Marketing,223011708.53,16.54,0.0423,LOW
45529265.25,3933957.17,3096054.99,137221.65,-700680.53,76796.24,Infrastructure,47621964.54,14.06,0.0474,LOW
37412519.89,11490326.49,8907801.57,567625.7,-2014899.22,280219.81,Marketing,42863211.94,3.92,0.0019,MEDIUM
1688636.41,1595275.55,1261328.72,38126.21,-295820.62,184400.28,Services,2349307.75,1.16,0.2891,HIGH
203975216.6,14480283.84,13285838.74,234282.89,-960162.2,86640.33,Hardware,206863402.91,15.08,0.0071,LOW
14587935.53,2662951.54,2025222.45,9657.41,-628071.68,47212.31,Office Supplies,16393462.99,7.15,0.0051,LOW
14195026.97,6384420.5,3859897.21,302842.92,-2221680.37,48111.78,Office Supplies,20971043.12,3.4,0.0087,MEDIUM
269387308.7,19390486.48,16044156.97,763007.69,-2583321.82,201331.84,Software,277325863.84,16.02,0.0189,LOW
39776772.91,14812901.98,9892158.24,1331.61,-4919412.13,47537.51,Office Supplies,54231508.31,4.02,0.0497,MEDIUM
122262576.21,19321086.84,10876865.67,889772.97,-7554448.19,259850.49,Infrastructure,144903764.37,10.37,0.0468,LOW
13876935.39,3242545.68,2750124.04,159270.55,-333151.1,192675.1,Software,14757765.79,4.7,0.0411,MEDIUM
76590722.03,13565479.14,11418258.85,7729.35,-2139490.94,78614.55,Software,82486724.71,6.7,0.0128,LOW
10849987.84,2606674.72,1435006.92,95480.47,-1076187.33,265942.84,Software,13809033.36,6.92,0.0189,LOW
60246559.44,11147467.37,6583375.68,481598.86,-4082492.83,38395.69,Office Supplies,71917895.1,8.52,0.0226,LOW
12154197.47,16084294.03,9061330.15,210002.74,-6812961.14,50987.19,Hardware,31463264.69,1.31,0.1251,HIGH
184778100.29,14773709.16,11358300.97,68775.08,-3346633.12,986012.3,Infrastructure,194463659.51,16.08,0.0352,LOW
81883438.35,8910805.02,7230709.0,193453.75,-1486642.27,64110.04,Hardware,86069139.39,11.02,0.0095,LOW
158546333.78,14095335.72,11823382.44,186949.8,-2085003.48,66506.12,Services,164330430.08,13.2,0.0196,LOW
16131655.78,11218421.35,8373197.59,2140.23,-2843083.53,157856.48,Hardware,24724155.67,1.91,0.17,HIGH
9611002.41,4393658.61,2461741.78,64106.0,-1867810.84,244681.77,Hardware,14625037.96,3.71,0.0392,MEDIUM
48400991.18,9683416.83,8792067.93,310772.99,-580575.91,108742.99,Marketing,50141403.65,5.31,0.0185,MEDIUM
53650469.65,9192617.78,6024091.45,103987.94,-3064538.39,117206.85,Services,62213698.72,8.74,0.0348,LOW
28737187.76,2385701.11,1949729.67,49382.42,-386589.02,266137.12,Infrastructure,29549352.65,14.24,0.0194,LOW
126913841.48,10690354.33,10008855.8,500501.78,-180996.75,887571.18,Infrastructure,126567198.25,11.99,0.0039,LOW
144275958.24,18104155.43,15130046.04,815098.92,-2159010.46,693658.14,Infrastructure,150183973.55,9.0,0.006,LOW
167614625.79,15265180.73,9451460.91,742013.63,-5071706.2,42224.87,Software,182600981.89,16.44,0.0494,LOW
99493867.83,8990168.29,8530839.83,374938.62,-84389.84,70752.4,Services,99685484.24,11.16,0.0404,LOW
17626430.45,2197035.1,1697309.98,94101.67,-405623.45,485249.32,Infrastructure,18430765.08,9.57,0.0393,LOW
78088958.85,12649629.61,9601382.64,262127.14,-2786119.83,172145.21,Software,86385740.3,7.9,0.0482,LOW
20713922.12,2453977.96,1453378.08,96410.12,-904189.75,886129.0,Infrastructure,22704372.4,12.79,0.0132,LOW
93433559.45,13268359.58,10333521.78,114240.4,-2820597.4,89049.28,Marketing,101953409.29,8.93,0.0347,LOW
7550799.35,1256259.38,1137957.04,14923.06,-103379.28,24810.47,Office Supplies,7824643.4,6.53,0.0186,LOW
38652830.6,7088388.59,6148899.4,298721.2,-640767.98,34872.9,Office Supplies,40685586.82,5.99,0.0114,MEDIUM
76307343.05,6359368.73,5389497.95,102026.0,-867844.78,22005.09,Office Supplies,78949505.41,13.89,0.0094,LOW
55275545.1,4622114.79,4065555.66,175523.26,-381035.87,165993.3,Services,56255452.2,12.99,0.0079,LOW
16341872.09,6566900.32,4943024.8,279518.58,-1344356.94,77500.75,Infrastructure,20099185.08,3.11,0.0416,MEDIUM
95744913.71,16821045.21,10930249.65,772112.11,-5118683.45,11557.27,Office Supplies,110765951.68,8.18,0.0232,LOW
95290644.99,8240374.41,7574794.65,99683.02,-565896.74,305140.92,Marketing,96595616.21,12.38,0.0435,LOW
31146221.71,11944164.84,8240326.63,534197.95,-3169640.26,41881.77,Office Supplies,39990071.8,3.54,0.0014,MEDIUM
18661676.48,1468195.34,1308938.03,15733.08,-143524.23,195977.07,Software,18908513.82,13.94,0.0135,LOW
67545907.42,8485390.33,4735025.51,325657.71,-3424707.11,244937.15,Hardware,76970667.66,13.3,0.0087,LOW
116898858.83,16116863.76,10306863.52,759914.13,-5050086.12,48417.17,Office Supplies,132346708.4,10.56,0.0212,LOW
28567450.11,7841271.32,5406428.6,182975.29,-2251867.43,26990.62,Office Supplies,35429667.16,5.11,0.0292,MEDIUM
10649308.47,643277.67,610966.96,26997.67,-5313.04,664975.01,Infrastructure,10000550.69,15.65,0.0149,LOW
26721307.34,2608038.35,1501016.88,83534.78,-1023486.68,59617.91,Services,29835854.3,16.83,0.0446,LOW
54075594.51,6326426.68,3858941.36,284590.21,-2182895.12,433893.5,Infrastructure,60001350.14,12.95,0.007,LOW
